collection,band_id,band_name,list_id,list_name,item_id,item_name,list_cost,override,tp_entry,tp_price,tp_availability,status,verified_note,source_url,source_section
mordheim,amazons-lustria,Amazons (Lustria),jaguar-warrior-equipment-list,Jaguar Warrior Equipment List,bolas,Bolas,5,,campaign.trading-post.bolas,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons-lustria,Jaguar Warrior Equipment List
mordheim,amazons-lustria,Amazons (Lustria),jaguar-warrior-equipment-list,Jaguar Warrior Equipment List,bow,Bow,10,,campaign.trading-post.bow,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons-lustria,Jaguar Warrior Equipment List
mordheim,amazons-lustria,Amazons (Lustria),jaguar-warrior-equipment-list,Jaguar Warrior Equipment List,club,Club,3,,campaign.trading-post.club,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons-lustria,Jaguar Warrior Equipment List
mordheim,amazons-lustria,Amazons (Lustria),jaguar-warrior-equipment-list,Jaguar Warrior Equipment List,dagger,Dagger,2,,campaign.trading-post.dagger,2 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons-lustria,Jaguar Warrior Equipment List
mordheim,amazons-lustria,Amazons (Lustria),jaguar-warrior-equipment-list,Jaguar Warrior Equipment List,enchanted_skins,Enchanted Skins,20,,campaign.trading-post.enchanted-skins,20 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons-lustria,Jaguar Warrior Equipment List
mordheim,amazons-lustria,Amazons (Lustria),jaguar-warrior-equipment-list,Jaguar Warrior Equipment List,helmet,Helmet,10,,campaign.trading-post.helmet,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons-lustria,Jaguar Warrior Equipment List
mordheim,amazons-lustria,Amazons (Lustria),jaguar-warrior-equipment-list,Jaguar Warrior Equipment List,javelins,Javelins,5,,campaign.trading-post.javelins,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons-lustria,Jaguar Warrior Equipment List
mordheim,amazons-lustria,Amazons (Lustria),jaguar-warrior-equipment-list,Jaguar Warrior Equipment List,sling,Sling,5,,campaign.trading-post.sling,2 gc,common,differs,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons-lustria,Jaguar Warrior Equipment List
mordheim,amazons-lustria,Amazons (Lustria),jaguar-warrior-equipment-list,Jaguar Warrior Equipment List,spear,Spear,10,,campaign.trading-post.spear,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons-lustria,Jaguar Warrior Equipment List
mordheim,amazons-lustria,Amazons (Lustria),jaguar-warrior-equipment-list,Jaguar Warrior Equipment List,sunstaff_lustria,Sunstaff Lustria,35,,campaign.trading-post.sunstaff-lustria,35 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons-lustria,Jaguar Warrior Equipment List
mordheim,amazons-lustria,Amazons (Lustria),jaguar-warrior-equipment-list,Jaguar Warrior Equipment List,sword,Sword,10,,campaign.trading-post.sword,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons-lustria,Jaguar Warrior Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),henchwomen-equipment-list,Henchwomen equipment list,bow,Bow,10,,campaign.trading-post.bow,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Henchwomen equipment list
mordheim,amazons-mordheim,Amazons (Mordheim),henchwomen-equipment-list,Henchwomen equipment list,buckler,Buckler,5,,campaign.trading-post.buckler,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Henchwomen equipment list
mordheim,amazons-mordheim,Amazons (Mordheim),henchwomen-equipment-list,Henchwomen equipment list,club,Club,3,,campaign.trading-post.club,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Henchwomen equipment list
mordheim,amazons-mordheim,Amazons (Mordheim),henchwomen-equipment-list,Henchwomen equipment list,dagger,Dagger,2,,campaign.trading-post.dagger,2 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Henchwomen equipment list
mordheim,amazons-mordheim,Amazons (Mordheim),henchwomen-equipment-list,Henchwomen equipment list,helmet,Helmet,10,,campaign.trading-post.helmet,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Henchwomen equipment list
mordheim,amazons-mordheim,Amazons (Mordheim),henchwomen-equipment-list,Henchwomen equipment list,sling,Sling,5,,campaign.trading-post.sling,2 gc,common,creation-price,Verified on the Amazons (Mordheim) page: sling 5 gc is the printed Henchwomen/Scout creation price (Town Cryer #23).,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Henchwomen equipment list
mordheim,amazons-mordheim,Amazons (Mordheim),henchwomen-equipment-list,Henchwomen equipment list,spear,Spear,10,,campaign.trading-post.spear,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Henchwomen equipment list
mordheim,amazons-mordheim,Amazons (Mordheim),henchwomen-equipment-list,Henchwomen equipment list,sword,Sword,10,,campaign.trading-post.sword,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Henchwomen equipment list
mordheim,amazons-mordheim,Amazons (Mordheim),heroines-equipment-list,Heroines Equipment List,amulet_of_the_moon,Amulet Of The Moon,50,,campaign.trading-post.amulet-of-the-moon,50 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Heroines Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),heroines-equipment-list,Heroines Equipment List,buckler,Buckler,5,,campaign.trading-post.buckler,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Heroines Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),heroines-equipment-list,Heroines Equipment List,claw_of_the_old_ones,Claw Of The Old Ones,30,,campaign.trading-post.claw-of-the-old-ones,30 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Heroines Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),heroines-equipment-list,Heroines Equipment List,club,Club,3,,campaign.trading-post.club,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Heroines Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),heroines-equipment-list,Heroines Equipment List,dagger,Dagger,2,,campaign.trading-post.dagger,2 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Heroines Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),heroines-equipment-list,Heroines Equipment List,healing_herbs,Healing Herbs,35,,campaign.trading-post.healing-herbs,20 gc + dice,rare,creation-price,Verified on the Amazons (Mordheim) page: healing herbs 35 gc is the printed Heroines-list price (Town Cryer #23).,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Heroines Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),heroines-equipment-list,Heroines Equipment List,helmet,Helmet,10,,campaign.trading-post.helmet,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Heroines Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),heroines-equipment-list,Heroines Equipment List,spear,Spear,10,,campaign.trading-post.spear,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Heroines Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),heroines-equipment-list,Heroines Equipment List,sun_gauntlet,Sun Gauntlet,40,,campaign.trading-post.sun-gauntlet,40 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Heroines Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),heroines-equipment-list,Heroines Equipment List,sunstaff,Sunstaff,50,,campaign.trading-post.sunstaff,50 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Heroines Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),heroines-equipment-list,Heroines Equipment List,sword,Sword,10,,campaign.trading-post.sword,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Heroines Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),scout-equipment-list,Scout Equipment List,bow,Bow,10,,campaign.trading-post.bow,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Scout Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),scout-equipment-list,Scout Equipment List,buckler,Buckler,5,,campaign.trading-post.buckler,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Scout Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),scout-equipment-list,Scout Equipment List,club,Club,3,,campaign.trading-post.club,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Scout Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),scout-equipment-list,Scout Equipment List,dagger,Dagger,2,,campaign.trading-post.dagger,2 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Scout Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),scout-equipment-list,Scout Equipment List,helmet,Helmet,10,,campaign.trading-post.helmet,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Scout Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),scout-equipment-list,Scout Equipment List,javelins,Javelins,5,,campaign.trading-post.javelins,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Scout Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),scout-equipment-list,Scout Equipment List,sling,Sling,5,,campaign.trading-post.sling,2 gc,common,creation-price,Verified on the Amazons (Mordheim) page: sling 5 gc is the printed Henchwomen/Scout creation price (Town Cryer #23).,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Scout Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),scout-equipment-list,Scout Equipment List,spear,Spear,10,,campaign.trading-post.spear,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Scout Equipment List
mordheim,amazons-mordheim,Amazons (Mordheim),scout-equipment-list,Scout Equipment List,sword,Sword,10,,campaign.trading-post.sword,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/amazons,Scout Equipment List
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,slave-equipment-list,Slave equipment list,club,Club,3,,campaign.trading-post.club,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Slave equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,slave-equipment-list,Slave equipment list,dagger_jambiya,Dagger Jambiya,2,,campaign.trading-post.dagger-jambiya,(not sold),not_sold,no-market,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Slave equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,slave-equipment-list,Slave equipment list,katar,Katar,5,,campaign.trading-post.katar,5 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Slave equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,slave-equipment-list,Slave equipment list,shield,Shield,5,,campaign.trading-post.shield,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Slave equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,slave-equipment-list,Slave equipment list,spear,Spear,10,,campaign.trading-post.spear,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Slave equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,slave-equipment-list,Slave equipment list,sword_scimitar,Sword Scimitar,10,,campaign.trading-post.sword-scimitar,(not sold),not_sold,no-market,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Slave equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,warrior-equipment-list,Warrior equipment list,bow,Bow,10,,campaign.trading-post.bow,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Warrior equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,warrior-equipment-list,Warrior equipment list,buckler,Buckler,5,,campaign.trading-post.buckler,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Warrior equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,warrior-equipment-list,Warrior equipment list,dagger_jambiya,Dagger Jambiya,2,,campaign.trading-post.dagger-jambiya,(not sold),not_sold,no-market,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Warrior equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,warrior-equipment-list,Warrior equipment list,flail,Flail,15,,campaign.trading-post.flail,15 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Warrior equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,warrior-equipment-list,Warrior equipment list,great_weapon,Great Weapon,15,,campaign.trading-post.great-weapon,(not sold),not_sold,no-market,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Warrior equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,warrior-equipment-list,Warrior equipment list,handgun,Handgun,35,,campaign.trading-post.handgun,35 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Warrior equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,warrior-equipment-list,Warrior equipment list,helmet,Helmet,10,,campaign.trading-post.helmet,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Warrior equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,warrior-equipment-list,Warrior equipment list,light_armour,Light Armour,50,,campaign.trading-post.light-armour,20 gc,common,differs,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Warrior equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,warrior-equipment-list,Warrior equipment list,mace,Mace,3,,campaign.trading-post.mace,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Warrior equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,warrior-equipment-list,Warrior equipment list,shield,Shield,5,,campaign.trading-post.shield,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Warrior equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,warrior-equipment-list,Warrior equipment list,short_bow,Short Bow,5,,campaign.trading-post.short-bow,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Warrior equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,warrior-equipment-list,Warrior equipment list,spear,Spear,10,,campaign.trading-post.spear,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Warrior equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,warrior-equipment-list,Warrior equipment list,sword_scimitar,Sword Scimitar,10,,campaign.trading-post.sword-scimitar,(not sold),not_sold,no-market,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Warrior equipment list
mordheim,arabian-tomb-raiders,Arabian Tomb Raiders,warrior-equipment-list,Warrior equipment list,tufenk,Tufenk,15,,campaign.trading-post.tufenk,15 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1b-warbands/arabian-tomb-raiders,Warrior equipment list
mordheim,averlanders,Averlander Mercenaries,marksman-equipment-list,Marksman equipment list,axe,Axe,5,,campaign.trading-post.axe,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Marksman equipment list
mordheim,averlanders,Averlander Mercenaries,marksman-equipment-list,Marksman equipment list,blunderbuss,Blunderbuss,30,,campaign.trading-post.blunderbuss,30 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Marksman equipment list
mordheim,averlanders,Averlander Mercenaries,marksman-equipment-list,Marksman equipment list,bow,Bow,10,,campaign.trading-post.bow,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Marksman equipment list
mordheim,averlanders,Averlander Mercenaries,marksman-equipment-list,Marksman equipment list,buckler,Buckler,5,,campaign.trading-post.buckler,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Marksman equipment list
mordheim,averlanders,Averlander Mercenaries,marksman-equipment-list,Marksman equipment list,crossbow,Crossbow,25,,campaign.trading-post.crossbow,25 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Marksman equipment list
mordheim,averlanders,Averlander Mercenaries,marksman-equipment-list,Marksman equipment list,dagger,Dagger,2,,campaign.trading-post.dagger,2 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Marksman equipment list
mordheim,averlanders,Averlander Mercenaries,marksman-equipment-list,Marksman equipment list,hammer,Hammer,3,,campaign.trading-post.hammer,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Marksman equipment list
mordheim,averlanders,Averlander Mercenaries,marksman-equipment-list,Marksman equipment list,handgun,Handgun,35,,campaign.trading-post.handgun,35 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Marksman equipment list
mordheim,averlanders,Averlander Mercenaries,marksman-equipment-list,Marksman equipment list,helmet,Helmet,10,,campaign.trading-post.helmet,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Marksman equipment list
mordheim,averlanders,Averlander Mercenaries,marksman-equipment-list,Marksman equipment list,hunting_rifle,Hunting Rifle,200,,campaign.trading-post.hunting-rifle,200 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Marksman equipment list
mordheim,averlanders,Averlander Mercenaries,marksman-equipment-list,Marksman equipment list,light_armour,Light Armour,20,,campaign.trading-post.light-armour,20 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Marksman equipment list
mordheim,averlanders,Averlander Mercenaries,marksman-equipment-list,Marksman equipment list,long_bow,Long Bow,15,,campaign.trading-post.long-bow,15 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Marksman equipment list
mordheim,averlanders,Averlander Mercenaries,marksman-equipment-list,Marksman equipment list,mace,Mace,3,,campaign.trading-post.mace,3 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Marksman equipment list
mordheim,averlanders,Averlander Mercenaries,marksman-equipment-list,Marksman equipment list,pistol,Pistol,15,,campaign.trading-post.pistol,15 gc,rare,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Marksman equipment list
mordheim,averlanders,Averlander Mercenaries,marksman-equipment-list,Marksman equipment list,sword,Sword,10,,campaign.trading-post.sword,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Marksman equipment list
mordheim,averlanders,Averlander Mercenaries,mountainguard-equipment-list,Mountainguard Equipment List,axe,Axe,5,,campaign.trading-post.axe,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Mountainguard Equipment List
mordheim,averlanders,Averlander Mercenaries,mountainguard-equipment-list,Mountainguard Equipment List,bow,Bow,10,,campaign.trading-post.bow,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Mountainguard Equipment List
mordheim,averlanders,Averlander Mercenaries,mountainguard-equipment-list,Mountainguard Equipment List,buckler,Buckler,5,,campaign.trading-post.buckler,5 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Mountainguard Equipment List
mordheim,averlanders,Averlander Mercenaries,mountainguard-equipment-list,Mountainguard Equipment List,crossbow,Crossbow,25,,campaign.trading-post.crossbow,25 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Mountainguard Equipment List
mordheim,averlanders,Averlander Mercenaries,mountainguard-equipment-list,Mountainguard Equipment List,dagger,Dagger,2,,campaign.trading-post.dagger,2 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Mountainguard Equipment List
mordheim,averlanders,Averlander Mercenaries,mountainguard-equipment-list,Mountainguard Equipment List,duelling_pistol,Duelling Pistol,25,,campaign.trading-post.duelling-pistol,30 gc,rare,differs,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Mountainguard Equipment List
mordheim,averlanders,Averlander Mercenaries,mountainguard-equipment-list,Mountainguard Equipment List,great_weapon,Great Weapon,15,,campaign.trading-post.great-weapon,(not sold),not_sold,no-market,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Mountainguard Equipment List
mordheim,averlanders,Averlander Mercenaries,mountainguard-equipment-list,Mountainguard Equipment List,halberd,Halberd,10,,campaign.trading-post.halberd,10 gc,common,consistent,,https://mordheimer.net/docs/warbands/grade-1a-warbands/averlander,Mountainguard Equipment List
